surah_number,ayah_start,ayah_end,aljalalyn_tafseer,english_quran_passage,footnote
78,17,20,"Verily the Day of Decision, for creatures, is the try ft, a time [fixed] for reward and punishment, the day the Trumpet, the Horn, is blown ( yawma yunfakhufi’l-suri is either a substitution for, or 
an explication of, yawma’l-fasli, ‘the Day of Decision, the blower being Israfil) and you come, forth from 
your graves to the site [of the Resurrection], in droves, in diverse groups, and the heaven is opened (read futtihat or futihat), sundered for the descent of the angels, and 
becomes as gates, it becomes [a heaven] with gates, and the mountains are set in motion, dislocated from their positions, and become as a mirage, 
as fine duSt, that is to say, like it in terms of its levity when in motion. 


Sura al-Naba’","Indeed, the Day of Judgment is a time appointed, . the Day when the Trumpet will be blown, you will come forth in crowds, . and the sky will be opened up and will become gateways, . and the mountains will vanish, becoming like a mirage.",
78,21,30,"Verily Hell lurks in ambush (mirsadan, in the sense of rasidatan or mursidatan, ‘lying in waif) for the rebellious, the disbelievers, who will not be able to avoid it, [it is] a resort, a retreat for 
them, and so they will enter it, to remain ( labithina is an implied circumstantial qualifier, in other words, their remaining there¬ 
in will be decreed [to be]) therein for ages, for endless epochs ( ahqab is the plural of huqb), tasting in it neither coolness, [neither] sleep, [something] which they will not taSte [therein], nor 
drink, [nor] anything that is imbibed for the sake of its delightful taSte, except boiling water, of extreme temperatures, and pus (read ghasaqan or ghassdqan, which is 
the vile matter that is emitted by the [bodies of the] inhabitants of the Fire), which is what they will [in¬ 
deed] taSte. They are given this pair [of tortures], as a fitting requital, one that accords with [the nature of] their deeds, for there is no sin greater 
than disbelief, and no chastisement greater than the Fire. Indeed they never feared any reckoning, given their rejection of the Resurrection, and they denied Our signs, the Qur’an, mendaciously, and everything, in the way of deeds, have We kept count of, have We recorded precisely, in a 
Book, as [individual] written records in the Preserved Tablet, in order to requite [creatures] in accord¬ 
ance with them, including [the record of] their denial of the Qur’an. ‘So [now] taSte !— in other words, it will be said to them in the Hereafter, when the chastisement 
has befallen them: taSte [now] your requital! For We will increase you in nothing but chastisement’, in 
addition to your [due] chastisement.","Indeed, Hell is lying in wait, . a resort for the transgressors, . wherein they will abide for endless ages. . They will neither taste therein any coolness nor any drink, . except for scalding water and discharge of wounds, . a fitting recompense[5]. . Indeed, they did not expect a reckoning, . and utterly rejected Our verses. . But We have enumerated everything in a record[6]. . So taste [the punishment], for We will not increase you except in torment[7].”","[5] To their disbelief and evil deeds. . [6] i.e., a record of deeds. . [7] The addressees are the dwellers of Hell."
78,31,37,"Truly for the God-fearing there will be a triumph, a place of triumph, in Paradise: gardens, orchards ( hadaiqa is either a substitution for, or an explication of, mafazan, ‘a triumph’) 
and vineyards ( wa-a’naban is a supplement to mafazan, ‘a triumph’), and buxom maidens (kawaib is the plural of kaib) of equal age ( atrab is the plural of tirb), and a brimming cup, wine filling the vessels in which it is in; in surat al-Qitdl [it is said], and 
rivers of wine [Q. 47:15]. They will not hear in it, that is, [in] Paradise, when they drink wine and in other situations, 
any vain talk, any words of falsehood, or lies, between one another (read kidhaban, to mean kadhiban, 
‘lies’, or kidhdhaban to mean takdhiban, ‘lying’), in contrast to what happens in this world when wine 
is drunk, [this will be] a reward from your Lord, in other words, God has rewarded them with this reward 
as, a gift (‘ atd’an substitutes for jazaan, ‘reward’) that is sufficing, [that is] abundant ( hisdban, [as mean¬ 
ing ‘abundant’] derives from their saying a’tdni fa-ahsabani, ‘he gave me so abundantly that I said, “that 
is enough for me’” [ hasbi ]), [from] the Lord of the heavens and the earth (read rabbi, ‘[from] the Lord of’, or rabbu, ‘[He is] 
the Lord of’) and all that is between them, the Compassionate One (likewise [read rahmani or rahmdnu], 
or read rahmdnu with rabbi [for the preceding]), Whom, exalted be He, they, that is, creatures, will not 
be able to address, that is to say, not one of them will be able to address Him for fear of Him,","Indeed, the righteous will have salvation[8], . gardens and vineyards, . and full-bosomed maidens of equal age, . and a full cup [of wine][9]. . They will not hear therein vain talk or lies – . a reward and a generous gift from your Lord[10], . [from] the Lord of the heavens and earth and all that is between them, the Most Compassionate; none will dare to speak to Him[11].","[8] i.e., safety from Hell and winning Paradise. . [9] i.e., tasteful wine which neither intoxicates nor causes headache. . [10] Or ""a gift adequately calculated""; as a result of their righteous deeds as well as the ample generosity of Allah. . [11] None can ask or plead on the Day of Judgment except by Allah's permission."
78,38,40,"on the day (yawma is the adverbial qualifier for Id yamlikuna, ‘they will not be able to’) when the 
Spirit, Gabriel, or God’s hoSts, and the angels Stand arrayed (saffian is a circumstantial qualifier, in other 
words, mustaffina). They, creatures, will not Speak, except him whom the Compassionate One permits. 


59 i 


Tafsir al-Jalalayn 

to Sj^eak, and who says what is right, from among the believers and the angels: as if [meaning] that they 
will intercede for he whom He approves of. That is the True Day, whose coming to pass is definite, namely, the Day of Resurrection. So 
whoever wishes [to], let him seek resort with his Lord, a return [to Him], that is to say, [let him] return 
to God by being obedient to Him, so that he may be secure from chastisement in it. Lol We have warned you, O disbelievers of Mecca, of a chastisement that is near, the chastise¬ 
ment of the impending Day of Resurrection — for anything that is impending is [also] near — the day 
(yawma adverbially qualifies ‘adhaban, ‘a chastisement’, by describing it) when a person, [when] every 
person, will behold what his hands have sent ahead, of good and evil, and the disbeliever will say, ‘O 
(yd is a particle used to call attention to something) would that I were duSl!’, in other words, and not 
be chaStised. He says this when God, exalted be He, says to the beaSts, after each of them has retaliated 
againSt the other, ‘Be duSt!’. 


592 


[79] al-Nazi‘at 


Meccan, consisting of 46 verses. 

In the Name of God, the Compassionate, the Merciful:","On the Day when the Spirit and the angels will stand in rows; none will dare to speak, except those to whom the Most Compassionate granted permission, and they will only speak the truth. . That Day is sure to come. So whoever wills may seek a path leading to his Lord[12]. . Indeed, We have warned you of an imminent punishment on the Day when everyone will see what his hands have sent forth[13], and the disbeliever will say, “Oh, I wish that I were dust!”","[12] i.e., the path of guidance and righteous deeds. . [13] i.e., the deeds he did in this world."
79,1,5,"By those thatwreft, [by] the angels who wreSt the souls of disbelievers, violently; by those that draw out, [by] the angels who draw out the souls of believers, gently; by those that glide serenely, [by] the angels who descend from the heavens with His command, 
exalted be He; by those that race forward, [by] the angels who race forward to Paradise with the souls of believers; and by those that direct the affair, [by] the angels who direct the affairs of this world, that is to 
say, they descend with the directions for it [from God] (the re^Jronse to all of these oath clauses has been 
omitted, understood to be [something like], la-tuVathunna yd kuffara Makka, ‘you shall certainly be 
resurrecfted, O disbelievers of Mecca!’, which is also the operator of [the following clause]):","By those who pull out [evil souls][1] harshly, . and by those who draw out [good souls][2] gently, . and by those who glide swiftly[3], . and those who overtake one another as in a race[4], . and those who carry out the command [of Allah],","[1] Of the disbelievers. . [2] Of the believers. . [3] i.e., angels glide swiftly through the heavens and earth with Allah’s command. . [4] To execute Allah's commands."
79,6,14,"the day when the Tremor quakes, that is to say, the firSt blaSt, as a result of which everything will 
be shaken violently (thus it [the subject] has been described in terms of the effeCt it produces), and is followed by the Aftershock, the second blaSt; between the two [blasts] is a sjian of forty 
years (the sentence [tatba uhal-radifatu] is a circumstantial qualifier referring to al-rdjifa, ‘the Tremor’, 
in other words, the ‘day’ can [adverbially] accommodate both blaSts and other events, and so for this 
reason it can also properly function as the adverbial qualifier for the Resurrection that will take place 
after the second [blaSt]); on that day hearts will be trembling, frightened and anxious, their eyes humbled, abjeCt, because of the terror that they see. They, those of the [mentioned] hearts and eyes, will say, mockingly and in rejection of the Res¬ 
urrection: ‘Are we indeed (read a-inna pronouncing both hamzas, or by not pronouncing the second, 
and inserting an alif between them in both cases, and in both instances) being restored as before? Shall 
we be restored to life after death ( al-hafira is a noun signifying the ‘firSt part’ of anything, from which is 
derived the expression rajaafi hdfiratihi to mean that so and so ‘returned whence he had come’). What! When we have been decayed bones?’ ( nakhira: a variant reading has ndkhira, ‘decayed 
and withered’), will we have life again? They will say, ‘That, return of ours to life, then, if it were true, woidd be a ruinous return!’. God, exalted be He, says: But it, the Aftershock, which will be followed by the Resurrection, will 
be only a single blaft, and so when it is blaSted: behold, then, they, all creatures, will be upon the surface of the earth, alive, after having been 
dead inside it.","on the Day when the earth convulses [by the first Blast], . followed by the second Blast, . hearts[5] will be pounding on that Day, . and their eyes[6] will be downcast. . They say, “Will we be brought back to life, . after we have turned into decayed bones[7]?” . They say, “Then that would surely be a losing return[8]!” . It will only be a single Blast, . then they will immediately be above the ground.",[5] Of those who denied the Resurrection. . [6] Of the disbelievers. . [7] They would say this in ridicule of the warning. . [8] To one another.
79,15,26,"Have you, O Muhammad (s), received the ilory of Moses (hadithu Musa operates [the clause 
that follows]), when his Lord called out to him in the holy valley ofTuwa? — this is the name of the valley (it 
maybe read with nunation, Tuwan, or without) — and He said: ‘Go to Pharaoh; he has indeed become rebellious, he has exceeded [all] bounds with his disbelief, 


Tafsir al-Jalalayn and say, “Would you — I call you [to] — purify yourself (tazakka: a variant reading has tazzakka, 
where the original second ta [of tatazakka ] has been assimilated with the zdy), to purge yourself of 
idolatry, by bearing witness that there is no god but God, and allow me to guide you to your Lord, to show you how to know Him ( marifa ) by way of 
proofs, so that you may have fear [ of Him]?” ’ So he showed him the greatest sign, from among His nine signs, namely, the [glowing] hand or 
the [slithering] Staff. But he. Pharaoh, denied, Moses, and disobeyed, God, exalted be He. Then he turned his back, to faith, going about in haSle, throughout the land causing corruption. Then he gathered, he assembled the sorcerers and his armies, and proclaimed, and said, ‘I am your mo ft high lord!’, above whom is no other lord. So God seized him. He destroyed him by drowning him, as punishment for the latter, that is 
to say, these [last] words [of his], and for the former, that is to say, his saying previously, ‘I do not know 
of any god for you other than me’ [Q. 28:38] — and between the two [claims made by Pharaoh] was an 
interval of forty years. Assuredly in that, which is mentioned, there is a moral for him who fears, God, exalted be He.","Has there come to you the story of Moses, . when his Lord called out to him at the sacred valley of Tuwa? . [Saying,] “Go to Pharaoh, for he has transgressed all bounds”. . And say: ‘Are you willing to be purified, . and I will guide you to your Lord so that you may fear Him?’” . Then Moses showed him the greatest sign[9]. . But Pharaoh denied it and disobeyed. . Then he turned back striving to plot. . He gathered [his people] and proclaimed, . saying, “I am your lord, the most high.” . So Allah seized him for an exemplary punishment in this life and in the Hereafter[10]. . Indeed, there is a lesson in this for those who fear Allah.","[9] i.e., the miracle of the staff turning into a snake. See 20:17-23. . [10] Or for his claim of being the greatest god and for his previous oppression of the Children of Israel."
79,27,33,"Are you (read a-antum pronouncing both hamzas, or by substituting an alif for the second one, 
not pronouncing it and inserting an alif between the one not pronounced and the former, or without 
[this insertion]), namely, [you] the deniers of the Resurrection, harder to create or the heaven which He 
has built?, harder to create ( bandhd: an explication of the manner of [its] creation). He made it rise high — an explication of the manner of [its] construction; in other words, He 
made its vertical extension high; it is also said that samkahd means ‘its ceiling’ — and levelled it: He 
made it even, flawless, and darkened its night, and brought forth its day: He exposed the light of its sun (‘night’ has 
been annexed to it [the heaven] because it represents its shade, and likewise the ‘sun, because it repre¬ 
sents its light); and after that He Spread out the earth: He made it flat, for it had been created before the heaven, 
but without having been Spread out; 

[79:3 i\from it He has brought forth (akhraja: a circumstantial qualifier with a suppressed [preceding] 
qad, that is to say, mukhrijan, ‘bringing forth [from it]’) its waters, by making its Springs gush forth, and 
its pastures, what cattle graze, of trees and herbage, and what humans consume of foods and fruits (the 
use of mar’a to express this [of the earth] is figurative),  and has set firm the mountains, on the face of the earth so that it Stays Still, 

[ 79 : 33 ] as a [source of] sustenance (an objeCt denoting reason for an implied [verbal clause], in other 
words, fa’ala dhalika mut’atan or tamtian, ‘He did this to provide [a source of] sustenance’) for you and 
your flocks {an dm is the plural of na c am, which are camels, cows and sheep). ","Are you more difficult to create or the heaven that He built? . He raised its vault high and proportioned it, . and darkened its night and brought forth its daylight. . And thereafter He spread out the earth, . brought forth from it its water and its pasture, . and set the mountains firmly, . as a provision for you and your grazing livestock.",
79,34,41,"So when the Greatest Catastrophe befalls — the second blaSt — 

[79 : 35] the day when man will remember (yawma yatadhakkaru’l-insanu substitutes for idha, ‘when’) 
his efforts, in the [life of the] world, in the way of good or evil,  and the Hell-fire, the consuming Fire, is revealed for all to see, for every on-looker (the response 


594 


Sura al-Naziat 


to idha, ‘when, is [what follows]): as for him who was rebellious, [who] disbelieved, and preferred the life of this world, by pursuing [carnal] desires, Hell-fire will indeed be the abode, his abode. But as for him who feared the fiance before his Lord, his standing before Him, and forbade the, 
evil-bidding, soul from [pursuing] desire, that leads to perdition as a result of [that persons] lusting after 
[carnal] desires, Paradise will indeed be the abode: in sum the regionse [to idha, ‘when’, verse 34] is that the 
disobedient one will be in the Fire and the obedient one in Paradise.","But when the Supreme Calamity comes[11], . on that Day man will remember all what he did, . and the Blazing Fire will be exposed for all to see. . As for those who transgressed, . and preferred the life of this world, . the Blazing Fire will be their abode. . But those who feared standing before their Lord and restrained themselves from evil desires, . Paradise will surely be their abode.","[11] i.e., the second Blast which marks the Day of judgment."
79,42,46,"They, that is, the disbelievers of Mecca, will ask you about the Hour: when will it set in?, when 
will it come to pass and when will it begin? What have you to do with the mention of it?, in other words, you have no knowledge of it in 
order to mention it. With your Lord it belongs ultimately, ultimate knowledge of it [lies with Him]; none other than 
Him has any knowledge of it. You are only a Warner for, your warning will only benefit, the one who fears it. 

[79 : 46] The day they see it, it will be as if they had only tarried, in their graves, for an evening or 
the morning thereof, that is to say, [as if only] one evening of a day or its morning (the annexation of 
duha, ‘morning’, to ‘ ashiyya, ‘evening’, is valid, on the basis of their contiguity, since both constitute 
either side of the day; the annexation has also allowed for the word to fall in harmony with the end- 
rhyme of the verses). 


595 


[8o] 'Abasa 


Meccan, consisting of 42 verses. 

In the Name of God, the Compassionate, the Merciful: ","They ask you concerning the Hour, “When will it be[12]?” . How could you possibly mention that? . Its knowledge rests only with your Lord[13]. . You are only a warner for those who fear it. . On the Day when they see it[14], it will be as if they had remained [in this world] no more than an evening or a morning.","[12] Lit., ""established."" . [13] i.e., its end and termination. Its ultimate knowledge belongs to Allah alone. . [14] i.e., the Hour."
80,1,16,"He, the Prophet, frowned, glowered with his face, and turned away, because the blind man came to him: ‘Abd Allah son of Umm Makttim, 1 who interrupted him 
while he was busy with those notables of Quryash whose submission [to God] he was very eager for. The 
blind man was not aware that he was busy with these and so he called out to him, ‘Teach me of what God 
has taught you’. However, the Prophet (s) went off to his house. He was then reproached for this with 
what was revealed in this sura. Afterwards, whenever he came to him, the Prophet would say to him, 
‘Greetings to him on whose account God reproached me!’, and would lay down his cloak for him. And how would you know? Perhaps he would cleanse himself (yazzakkd: the original ta [of 
yatazakka ] has been assimilated with the zay ), that is, [perhaps] he would purge himself of sins by what 
he hears from you, or be admonished ( yadhdhakkar : the original ta [of yatadhakkar] has been assimilated with the 
dhal) and so the reminder, the admonition heard from you, might benefit him (a variant reading [for 
tanfauhu] has tanfaahu as the response to the optative statement). But as for the one [who thinks himself] self-sufficient, through wealth, to him you [do] attend ( tasadda : a variant reading has tassadda, where the original second ta [of 
tatasadda] has been assimilated with the sad), [him] you accept and turn your attention to; yet it is not your concern if he does not cleanse himself, [if he does not] believe. But as for him who comes to you hurrying ( yas‘d is a circumstantial qualifier referring to the 
subjed: of [the verb] jaa, comes’) fearful, of God ( wa-huwa yakhsha is a circumstantial qualifier referring to the subject of [the verb] 
yas’a, ‘hurrying’) — this being the blind man — to him you pay no heed ( talahhd : the original second ta [of tatalahha ] has been omitted), that is 
to say, from him you are diStradted [by other things]. No indeed!, do not behave like this. Truly it, the sura, is, or the verses [are], a reminder, an 
admonition for [all] creatures — so let whoever will, remember it, preserve it [in his memory] and thus be admonished by it — on leaves (fi suhufin is the second predicate of innahd, ‘truly if, and what precedes it is a paren¬ 
thetical Statement) [that are] honoured, by God, elevated, in the heavens, purified, exalted above the touch of devils, in the hands of scribes, who write it down from the Preserved Tablet, noble, pious, obedient to God, exalted be He: these being the angels. 

1 'Abd Allah son of Umm Maktum, the blind man regarding whom the Prophet was reproached in Qur’an 8o:iff. He is said to have 
emigrated from Mecca soon after the Battle of Badr. The Prophet esteemed him and on more than one occasion he is said to have 
left ‘Abd Allah in charge of Medina while he was away on raids. He is said to have been killed at the Battle of al-Qadisiyya (16/637); 
see al-Dhahabi, Siyar, 1, 360-65. 


Sura ‘Abasa","He frowned and turned away, . when the blind man came to him[1]. . How would you know? Perhaps he might be purified[2], . or he might take heed and benefit from the reminder? . But he who was indifferent[3], . you give him your full attention, . although you are not to be blamed if he does not purify himself[4]. . But as for the one who came to you striving [for purification], . and he fears Allah, . you let yourself be distracted from him. . No indeed; this is a reminder – . so whoever wills may give heed to it – . on venerable pages, . exalted and purified, . [preserved] in the hands of angel-scribes, . honorable and obedient.","[1] Abdullah ibn Um Maktūm, an early Muslim who was blind, came to the Prophet (ﷺ) seeking to learn, while the Prophet (ﷺ) was in the middle of a discussion with a leading pagan of Makkah, calling him to Islam. Abdullah was so impatient that he interrupted their discussion. The Prophet (ﷺ) frowned and turned his attention to that pagan. So this Makkan surah was revealed, telling the Prophet (ﷺ) that the faithful blind man was more worthy of attention than that disbeliever. . [2] Through the knowledge he learns from you. . [3] Towards faith. Here it is referring to that influential pagan of the Quraysh whom the Prophet (ﷺ) had hoped to embrace Islam. . [4] The Prophets are only responsible to convey the message, not for people’s guidance."
80,17,23,"Perish man!, accursed be the disbeliever! What has made him ungrateful? (an interrogative 
statement meant as a rebuke) — what has driven him to disbelief? From what thing has He created him? (an interrogative meant as an affirmative, which He then 
explains by saying): From a drop of Sperm did He create him then proportion him, [in stages] as a blood-clot, then 
an embryo up to the ladl [stage] of his creation. Then He made the way, his exit from his mother’s belly, easy for him; then He makes him die and buries him. He places him in a grave that hides him; then, when He wills, He will raise him, for the Resurrection. No indeed! Verily, he has not accomplished, he has not done, what He, his Lord, commanded 
him, to [do].","Woe to man; how ungrateful he is[5]! . From what did He create him? . He created him from a drop of semen and proportioned him[6], . then He made the way easy for him[7]; . then He caused him to die and be buried; . then when He wills, He will resurrect him. . Yet he has not fulfilled what He commanded him.","[5] i.e., the disbelievers. . [6] His creation, provisions, life span, etc. . [7] i.e., the way out of his mothers’ wombs (his birth), or the way to guidance."
80,24,32,"So let man consider, in reflection, his [source of] food, how it is determined and procured for him: that We pour down water, from the clouds, plenteously; then We Split the earth into fissures, with vegetation, and cause the grains, such as wheat and barley, to grow therein, and vines and herbs (qadb is moiSt qatt), and olives and date-palms, and gardens of dense foliage, orchards teeming with trees, and fruits and pastures (abb is what cattle graze; it is also said to be ‘.draw’), as sustenance (understand mataan as mut‘atan or tamtfan, as explained above in the previous 
sura) for you and your flocks (also as [explained] above).","Let man consider the food he eats: . How We pour down rainwater in torrents, . and cause the soil to split open [for sprouts], . and cause grains to grow in it, . as well as grapes and fodder, . and olive trees and date palms, . and dense orchards, . and fruits and grass, . as provision for you and your livestock.",
80,33,42,"So when the [deafening] Cry, the second blaSt, comes — the day when a man will flee from his [own] brother, and his mother and his father, and his wife and his sons (yawma, ‘the day [when] ’, is a substitution for idha, ‘when, the response 
to which is indicated by [what follows]) — every person that day will have a matter to preoccupy him, a predicament to diStraCt him from 
the affairs of others, in other words, every person will be preoccupied with his own self. On that day some faces will be shining, radiant, laughing, joyous, happy — these are the believers. And some faces on that day will be covered with duSt, overcast, covered, with gloom, darkness and blackness. Those, the people of this predicament, are the disbelievers, the profligates, those who have com¬ 
bined disbelief with profligacy. 


597 


[81] al-TakwIr 


Meccan, consisting of 29 verses. 

In the Name of God, the Compassionate, the Merciful:","But when the Deafening Blast[8] comes, . on that Day everyone will flee from his brother, . and from his mother and father, . and from his wife and children. . On that day, everyone will have enough concern of his own[9]. . On that Day, some faces will be bright, . cheerful and rejoicing; . while other faces will be dust-stained, . covered in darkness. . Such are the disbelievers, the wicked.",[8] The piercing Blast; the second Blast for resurrection. . [9] Thus forgetting all others.
81,1,14,"When the sun is folded away, enfolded and Stripped of its light, and when the dars scatter, [when] they are extinguished and hurtle down towards the earth, and when the mountains are set in motion, [when] they are blown away from the face of the 
earth, becoming as scattered duSt, and when the pregnant camels are negleded, abandoned without a herdsman or anyone to milk 
them, on account of the matter that has come over them — even though [previously] no wealth was 
dearer to them than these [pregnant camels]; and when the wild beads are mudered, [when they are] brought together after being resurrected 
so that each of them may retaliate againSt the other, before becoming duSt; and when the seas are set afire (read sujirat or sujjirat), [when] they are set alight and become [a 
mass of] fire; and when the soids are coupled, [when they are] paired up with their bodies; and when the girl buried-alive, the young girl buried alive for fear of shame and impoverishment, 
asks — in rebuke of its slayer — 

[81 .9] for what sin she was slain ( sa’alat, ‘asks’: a variant reading has suilat, ‘[she] is asked’, narrating the 
address directed to her, to which she then re^onds by saying, ‘I was slain without [having committed] 
any sin);  and when the scrolls, the scrolls containing the deeds, are unrolled (read nushirat or nushshirat), 
[when they are] unfolded and ^Jiread out; and when the heaven is dripped off, torn away from its place, just as the skin of a sheep is 
stripped off; and when the Hell-fire is set ablaze (read suir at or su’irat), [when it is] set alight; an d when Paradise is brought near, [when it is] brought close to those who have merited it, that 
they may enter it (the re^Jionse to idha, ‘when’, at the beginning of the sura and all that has been supple¬ 
mented thereto is [the following]): [then] a soul, every soul, at the time of the [occurrence of the] things mentioned, which is the 
Day of Resurrection, will know what it has presented, of good or evil.","When the sun is wrapped up in darkness, . and when the stars fall down, . and when the mountains are set in motion, . and when pregnant camels[1] are left unattended, . and when wild beasts are gathered, . and when the seas are set on fire, . and when the souls are sorted[2], . and when the baby girl buried alive[3] is asked, . for what crime she was killed, . and when records of deeds are spread open, . and when the sky is stripped away[4], . and when the Blazing Fire is flared up, . and when Paradise is brought near – . then every soul will know what it has brought about[5].","[1] Which are near delivery. It alludes to the distraction of people from their most valuable possessions, such as ten-month pregnant camels for nomadic Arabs. . [2] i.e., ""joined"" with their groups or sects, wicked with the wicked souls, righteous with the righteous. . [3] As the pagan Arabs used to do for fear of shame or poverty. The Qur’an condemned this practice. See 16:58-59. . [4] As the skin of sheep is stripped away. . [5] Of faith or disbelief, good or bad deeds for that Day."
81,15,25,"So I swear (fa-la: la is extra) by the receding [planets], the movers, the setters, that is, the five planets: Saturn, Jupiter, Mars, Venus and Mercury (ta- 
khnusu means ‘they sink away’ during their orbit, whereas we see £tars at the end of their zodiacal course 
return to the itart; taknisu means that they enter their kinds, ‘hideaway’, in other words, they retreat into 
their setting-places); and [by] the night as it approaches, as it falls with its darkness, or [it means] as it recedes; and [by] the dawn as it breathes, [as] it extends until it becomes broad daylight, 


Sura al-Takwlr truly this, Qur’an, is the word of a messenger [who is] noble, in the sight of God, exalted be He 
— this being [the messenger] Gabriel (it [qawl, ‘word’] has been annexed to him, because he descends 
with it), powerful, one of mighty powers, eminent, one of eminent status (makinin is semantically con¬ 
nected ‘inda, ‘in the presence of’) in the presence of the Lord of the Throne, that is, God, exalted be He; obeyed there, the angels obey him in the heavens, trustworthy, with the Revelation. And your companion, Muhammad (s) ( wa-ma sahibukum: a supplement to [the clause from] 
innahu, ‘truly this is’, up to the la St of the oath clauses) is not a madman, as you claim. For verily he, Muhammad (s), saw him, Gabriel, in the form in which he was created, on the 
clear horizon, the highest one, towards the east; and he, Muhammad (s), is not to be accused of [knowing] the Unseen, what is hidden of the 
revelation and the tidings of the heaven (a variant reading [for bi-zaninin] 1 has bi-daninin, meaning that 
he is not ‘niggardly’ [with the Unseen] so as to reduce something of it [and not disclose it]). And it, that is, the Qur’an, is not the word of an accursed satan, eavesdropping stealthily.","I swear by the receding stars, . that rise and hide[6], . and by the night as it departs, . and by the day as it breaks – . Indeed, this [Qur’an] is a word conveyed by a noble angel-messenger. . extremely powerful, highly revered by the Lord of the Throne, . obeyed there [by other angels] and trustworthy. . Your fellow [i.e., the Prophet] is not a madman. . He indeed saw him [i.e., Gabriel] on the clear horizon[7]. . He does not withhold [knowledge of] the unseen[8]. . This [Qur’an] is not the word of an accursed devil.","[6] This probably refers to black holes in the sky. ""Kanasa"" means sweeping or hiding. . [7] i.e., the eastern horizon, where the sun rises. See footnote 53:6 . [8] He (ﷺ) did not withhold the unseen which Allah had revealed to him in the Qur’an."
81,26,29,"So where are you going? So what path are you going to follow in repudiating the Qur’an and 
turning away from it? It is only a reminder, an admonition, for all worlds, [those of] mankind and jinn, for those of you who ( li-man shaa minkum is a substitution for li’l-’alamina, ‘for all worlds’, using 
the same preposition) wish to go Straight, by following the truth; but you will not [wish], to go Straight along the [path of] truth, unless God, the Lord of the 
Worlds, [of all] creatures, wills, that you should go Straight along it. 


1 This reading is attested in Ibn Mujahid, Qiraat, 6 y$. 


599 


[82] al-Infitar 


Meccan, consisting of 19 verses. 

In the Name of God, the Compassionate, the Merciful:","So which way are you going[9]? . It is but a reminder to the worlds, . for those among you who wish to take the straight path. . But you cannot wish except by the Will of Allah, the Lord of the worlds.",[9] In your denial of the Qur’an for being the revelation from Allah.
82,1,5,"When the heaven is fplit open, [when it is] rent asunder, and when the Stars are dispersed, [when] they expire and begin to fall, and when the seas are burSt forth, released one upon the other, forming one mass of water, so that 
the sweet [water] mixes with the salty; and when the tombs are overturned, [when] their earth [above them] is dug up and its dead are 
raised (the response to idha, ‘when, and all that is supplemented thereto is [the following]): a soul, every soul, will know, at the time of the [occurrence of the] things mentioned, which is 
the Day of Resurrection, what it has sent ahead, in the way of deeds, and, what [it has], left behind, of 
these and did not do.","When the sky breaks apart. . and when the stars fall, scattered, . and when the seas burst forth, . and when the graves are overturned, . then each soul will come to know what it has done or what it has left undone.",
82,6,8,"O, disbelieving, man! What has deceived you with regard to your generous Lord?, so that you 
have disobeyed Him, Who created you, when you were not, then made you upright, in your created form, with sound 
limbs, then proportioned you (read fa-’adalak or fa-‘addalak), making you symmetrical in shape, with 
well-proportioned parts, so that no hand or leg is longer than the other, assembling you in whatever (ma is a relative) form He will?","O mankind, what has lured you away from your Lord, the Most Generous, . Who created you, then shaped and proportioned you, . and assembled you in whatever form He willed?",
82,9,12,"No indeed! — a deterrent against letting oneself be misled by the generosity of God, exalted be He. 
Rather you, that is, disbelievers of Mecca, deny Judgement, requital for deeds; Yet lo! there are above you watchers, from among the angels, over your deeds, noble, in Gods sight, writers, of these [deeds], who know whatever you do, all of it.","No indeed; but you deny the Judgment Day, . while there are watchers[1] over you, . honorable scribes, . who know whatever you do.","[1] i.e., angels who preserve all your deeds."
82,13,19,"Indeed the pious, the believers who are sincere in their faith, shall be amid bliss, [in] Paradise, an d indeed the profligates, the disbelievers, shall be in Hell-fire, a scorching fire, entering it, to suffer its heat, on the Day of Judgement, [the Day of] Requital, and they shall not be absent from it, [they shall not] be taken out of it. And what would show you, [what would] inform you, what the Day of Judgement is? Again, what would show you what the Day of Judgement is? — [repeated] to emphasise its 
enormity. [It i s l a day (read yawmu) when no soul will be of any avail, any use, to another soul, and the 
[absolute] command on that day will be God’s-, there will be no [power of] command for anyone other 
than Him thereat, in other words, none has been given the power to mediate thereupon, in contract to 
[situations] in this world. 


[83] al-Mutaffifin 


Meccan or Medinese, consisting of 36 verses. 

In the Name of God, the Compassionate, the Merciful:","Indeed, the righteous will be in Bliss, . and the wicked will be in Blazing Fire, . which they will enter on Judgment Day, . and will never come out of it. . How do you know what Judgment Day is? . Again, how do you know what Judgment Day is? . It is the Day when no soul will be of any help to another, and all command on that Day will be with Allah.",
