question_number,arabic,english,answer,relevancy,surah_number,ayah_start,ayah_end,quran_passage_arabic,quran_passage_english
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",18:29-31,1,18,29,31,وقل الحق من ربكم فمن شاء فليؤمن ومن شاء فليكفر إنا أعتدنا للظالمين نارا أحاط بهم سرادقها وإن يستغيثوا يغاثوا بماء كالمهل يشوي الوجوه بئس الشراب وساءت مرتفقا. إن الذين آمنوا وعملوا الصالحات إنا لا نضيع أجر من أحسن عملا. أولئك لهم جنات عدن تجري من تحتهم الأنهار يحلون فيها من أساور من ذهب ويلبسون ثيابا خضرا من سندس وإستبرق متكئين فيها على الأرائك نعم الثواب وحسنت مرتفقا.,"Say, “The truth is from your Lord. Whoever wills may believe, and whoever wills may disbelieve.” We have prepared for the wrongdoers a Fire which will encompass them like the walls. If they cry for relief, they will be relieved with water like boiling oil that will scald the faces. What a terrible drink, and what a terrible resting place! . Those who believe and do righteous deeds, We will not let the reward of those who do good deeds to go to waste. . It is they who will have Gardens of Eternity, under which rivers flow. They will be adorned therein with golden bracelets and will wear green garments of fine silk and brocade, reclining on adorned couches. What an excellent reward, and what a pleasant resting place!"
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",27:89-93,1,27,89,93,من جاء بالحسنة فله خير منها وهم من فزع يومئذ آمنون. ومن جاء بالسيئة فكبت وجوههم في النار هل تجزون إلا ما كنتم تعملون. إنما أمرت أن أعبد رب هذه البلدة الذي حرمها وله كل شيء وأمرت أن أكون من المسلمين. وأن أتلو القرآن فمن اهتدى فإنما يهتدي لنفسه ومن ضل فقل إنما أنا من المنذرين. وقل الحمد لله سيريكم آياته فتعرفونها وما ربك بغافل عما تعملون.,"Whoever comes with a good deed will be rewarded with better than it, and they will be safe from the horror of that Day. . But whoever comes with an evil deed[30] will be thrown on their faces in the Fire. Are you recompensed except for what you used to do? . Say, “I have been commanded only to worship the Lord of this city [of Makkah] Who made it sacred and to Whom belongs all things. And I am commanded to be one of those who submit to Allah [in Islam], . and to recite the Qur’an.” Then whoever chooses guidance, it is only for his own good; but whoever chooses to go astray, say [O Prophet], “I am only one of the warners.” . And say, “All praise is for Allah. He will show you His signs, then you will acknowledge them. Your Lord is not unaware of what you do.”"
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",30:38-41,1,30,38,41,فآت ذا القربى حقه والمسكين وابن السبيل ذلك خير للذين يريدون وجه الله وأولئك هم المفلحون. وما آتيتم من ربا ليربو في أموال الناس فلا يربو عند الله وما آتيتم من زكاة تريدون وجه الله فأولئك هم المضعفون. الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم هل من شركائكم من يفعل من ذلكم من شيء سبحانه وتعالى عما يشركون. ظهر الفساد في البر والبحر بما كسبت أيدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون.,"So give your close relatives their due, and the needy, and the wayfarer. That is best for those who seek Allah’s pleasure[15], and it is they who will be successful. . Whatever you lend in usury in order to gain more at the expense of people’s wealth[16], it will not increase [in reward] with Allah. But whatever you give as charity[17], seeking Allah’s pleasure – it is they who will have multiple rewards[18]. . It is Allah Who created you, then gave you provision, then He will cause you to die and then will bring you back to life. Is there any of your [so-called] partners who can do anything of this? Glorified and Exalted is He far above what they associate with Him! . Corruption has appeared on land and sea because of what people’s hands have earned, so that He may cause them to taste the consequence of some of their deeds, so that they may return."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",35:15-18,1,35,15,18,يا أيها الناس أنتم الفقراء إلى الله والله هو الغني الحميد. إن يشأ يذهبكم ويأت بخلق جديد. وما ذلك على الله بعزيز. ولا تزر وازرة وزر أخرى وإن تدع مثقلة إلى حملها لا يحمل منه شيء ولو كان ذا قربى إنما تنذر الذين يخشون ربهم بالغيب وأقاموا الصلاة ومن تزكى فإنما يتزكى لنفسه وإلى الله المصير.,"O people, it is you who are in need of Allah, whereas Allah is the Self-Sufficient, the Praiseworthy. . If He wills, He can eliminate you and bring in a new creation, . for that is not difficult for Allah. . No bearer of burdens can bear the burden of another. If a heavily-laden soul calls for help to bear its burden, nothing of it will be carried, even if he is a close relative. You can only warn those who fear their Lord unseen[6] and establish prayer. Whoever purifies himself, he only does so for his own benefit. To Allah is the final return."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",39:41-41,1,39,41,41,إنا أنزلنا عليك الكتاب للناس بالحق فمن اهتدى فلنفسه ومن ضل فإنما يضل عليها وما أنت عليهم بوكيل.,"We have sent down to you the Book with the truth for all mankind. Whoever follows the guidance, it is to his own benefit, and whoever goes astray, it is only to his own loss. You are not a keeper over them."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",41:45-46,1,41,45,46,ولقد آتينا موسى الكتاب فاختلف فيه ولولا كلمة سبقت من ربك لقضي بينهم وإنهم لفي شك منه مريب. من عمل صالحا فلنفسه ومن أساء فعليها وما ربك بظلام للعبيد.,"We gave Moses the Scripture, but differences arose concerning it. Were it not for a prior decree[20] from your Lord, it would have been judged between them. Surely they are in a disquieting doubt about it. . Whoever does a righteous deed, it is to his own benefit; and whoever does an evil deed, it is to his own loss. Your Lord is not unjust to His slaves."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",42:27-31,1,42,27,31,ولو بسط الله الرزق لعباده لبغوا في الأرض ولكن ينزل بقدر ما يشاء إنه بعباده خبير بصير. وهو الذي ينزل الغيث من بعد ما قنطوا وينشر رحمته وهو الولي الحميد. ومن آياته خلق السماوات والأرض وما بث فيهما من دابة وهو على جمعهم إذا يشاء قدير. وما أصابكم من مصيبة فبما كسبت أيديكم ويعفو عن كثير. وما أنتم بمعجزين في الأرض وما لكم من دون الله من ولي ولا نصير.,"If Allah were to give abundant provision to [all] His slaves, they would transgress on earth; but He sends down what He wills in due measure. Indeed, He is All-Aware and All-Seeing of His slaves. . It is He Who sends down rain after they have lost hope, and spreads His mercy. He is the Guardian, the Praiseworthy. . Among His signs is the creation of the heavens and earth, and what He spread between them of all living creatures. And He is Most Capable of bringing them together whenever He wills. . Whatever calamity befalls you is because of what your own hands have earned, and He overlooks much. . You cannot escape [Him] on earth, and you do not have besides Allah any protector or helper."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",45:14-15,1,45,14,15,قل للذين آمنوا يغفروا للذين لا يرجون أيام الله ليجزي قوما بما كانوا يكسبون. من عمل صالحا فلنفسه ومن أساء فعليها ثم إلى ربكم ترجعون.,"Tell those who believe to forgive those who do not fear Allah’s days [of retribution], so that He may recompense each people for what they used to do[3]. . Whoever does a righteous deed, it is for his own benefit; and whoever does an evil deed, it is to his own loss. Then to your Lord you will be returned."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",47:1-6,1,47,1,6,الذين كفروا وصدوا عن سبيل الله أضل أعمالهم. والذين آمنوا وعملوا الصالحات وآمنوا بما نزل على محمد وهو الحق من ربهم كفر عنهم سيئاتهم وأصلح بالهم. ذلك بأن الذين كفروا اتبعوا الباطل وأن الذين آمنوا اتبعوا الحق من ربهم كذلك يضرب الله للناس أمثالهم. فإذا لقيتم الذين كفروا فضرب الرقاب حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء حتى تضع الحرب أوزارها ذلك ولو يشاء الله لانتصر منهم ولكن ليبلو بعضكم ببعض والذين قتلوا في سبيل الله فلن يضل أعمالهم. سيهديهم ويصلح بالهم. ويدخلهم الجنة عرفها لهم.,"Those who disbelieve and prevent others from Allah’s way, He will render their deeds void. . As for those who believe, do righteous deeds, and believe in what has been sent down to Muhammad – which is the truth from their Lord – He will absolve them of their sins and set their condition right. . That is because the disbelievers follow falsehood, whereas the believers follow the truth from their Lord. This is how Allah explains to people their comparisons[1]. . When you encounter the disbelievers [in battle], strike [their] necks until you have thoroughly subdued them, then bind the captives firmly[2]. Later [you may free them] as a favor[3] or for ransom until the war comes to an end[4]. That [is Our command], if Allah had willed, He could have subjected them to punishment, but [He ordered you to fight] to test some of you by means of others. Those who are killed in the way of Allah, He will never render their deeds void. . He will guide them, and will set their condition right, . and He will admit them to Paradise, which He has already made known to them[5]."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",67:1-5,1,67,1,5,تبارك الذي بيده الملك وهو على كل شيء قدير. الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور. الذي خلق سبع سماوات طباقا ما ترى في خلق الرحمن من تفاوت فارجع البصر هل ترى من فطور. ثم ارجع البصر كرتين ينقلب إليك البصر خاسئا وهو حسير. ولقد زينا السماء الدنيا بمصابيح وجعلناها رجوما للشياطين وأعتدنا لهم عذاب السعير.,"Blessed is He in Whose Hand is the dominion, and He is Most Capable of all things. . Who created death and life to test you as to which of you is best in deeds, and He is the All-Mighty, the Most Forgiving. . Who created seven heavens one above another; you will not see any imperfection[1] in the creation of the Most Compassionate. Look again; can you see any flaw? . Then look again and again; your sight will turn back to you humbled and weary. . We have adorned the lowest heaven with lamps and have made them as missiles to stone the devils[2], and We have prepared for them the punishment of the Blazing Fire."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",73:15-19,1,73,15,19,إنا أرسلنا إليكم رسولا شاهدا عليكم كما أرسلنا إلى فرعون رسولا. فعصى فرعون الرسول فأخذناه أخذا وبيلا. فكيف تتقون إن كفرتم يوما يجعل الولدان شيبا. السماء منفطر به كان وعده مفعولا. إن هذه تذكرة فمن شاء اتخذ إلى ربه سبيلا.,"Indeed, We have sent to you a Messenger to be a witness over you, just as We sent to Pharaoh a messenger. . But Pharaoh disobeyed the messenger, so We seized him with a severe punishment. . If you disbelieve, then how will you protect yourselves against a Day that will turn children’s hair gray? . It will cause the sky to break asunder[6]. His promise will certainly be fulfilled. . Indeed, this is a reminder; so whoever wills may take a way to his Lord."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",74:32-37,1,74,32,37,كلا والقمر. والليل إذ أدبر. والصبح إذا أسفر. إنها لإحدى الكبر. نذيرا للبشر. لمن شاء منكم أن يتقدم أو يتأخر.,"No indeed! By the moon, . and by the night when it departs, . and by the dawn when it brightens, . Hellfire is indeed one of the greatest matters, . a warning to mankind, . to whoever among you chooses to advance or regress."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",74:38-48,1,74,38,48,كل نفس بما كسبت رهينة. إلا أصحاب اليمين. في جنات يتساءلون. عن المجرمين. ما سلككم في سقر. قالوا لم نك من المصلين. ولم نك نطعم المسكين. وكنا نخوض مع الخائضين. وكنا نكذب بيوم الدين. حتى أتانا اليقين. فما تنفعهم شفاعة الشافعين.,"Every soul is held in pledge[9] for its deeds, . except the People of the Right[10], . who will be in gardens, asking one another . about the wicked: . “What brought you to Hell?” . They will say, “We were not among those who prayed, . nor did we feed the poor, . and we indulged in falsehood along with those who indulged in it, . and we denied the Day of Judgment, . until the certainty [of death] came to us.” . So the intercession of intercessors will not benefit them."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",76:29-31,1,76,29,31,إن هذه تذكرة فمن شاء اتخذ إلى ربه سبيلا. وما تشاءون إلا أن يشاء الله إن الله كان عليما حكيما. يدخل من يشاء في رحمته والظالمين أعد لهم عذابا أليما.,"Indeed, this is a reminder; so let anyone who wills may take a way to his Lord. . But you cannot will unless Allah wills. Indeed, Allah is All-Knowing, All-Wise. . He admits whom He wills into His mercy, but for the wrongdoers He has prepared a painful punishment."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",78:38-40,1,78,38,40,يوم يقوم الروح والملائكة صفا لا يتكلمون إلا من أذن له الرحمن وقال صوابا. ذلك اليوم الحق فمن شاء اتخذ إلى ربه مآبا. إنا أنذرناكم عذابا قريبا يوم ينظر المرء ما قدمت يداه ويقول الكافر يا ليتني كنت ترابا.,"On the Day when the Spirit and the angels will stand in rows; none will dare to speak, except those to whom the Most Compassionate granted permission, and they will only speak the truth. . That Day is sure to come. So whoever wills may seek a path leading to his Lord[12]. . Indeed, We have warned you of an imminent punishment on the Day when everyone will see what his hands have sent forth[13], and the disbeliever will say, “Oh, I wish that I were dust!”"
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",81:26-29,1,81,26,29,فأين تذهبون. إن هو إلا ذكر للعالمين. لمن شاء منكم أن يستقيم. وما تشاءون إلا أن يشاء الله رب العالمين.,"So which way are you going[9]? . It is but a reminder to the worlds, . for those among you who wish to take the straight path. . But you cannot wish except by the Will of Allah, the Lord of the worlds."
378,إن كان الله قدّر علي أفعالي فلماذا يحاسبني؟,"If God predestined my actions, why does He hold me accountable?",91:1-10,1,91,1,10,والشمس وضحاها. والقمر إذا تلاها. والنهار إذا جلاها. والليل إذا يغشاها. والسماء وما بناها. والأرض وما طحاها. ونفس وما سواها. فألهمها فجورها وتقواها. قد أفلح من زكاها. وقد خاب من دساها.,"By the sun and its brightness, . and by the moon as it follows it[1], . and by the day as it displays it[2], . and by the night as it covers it[3], . and by the sky and how He made it, . and by the earth and how He spread it, . and by the soul and how He fashioned it[4], . then inspired it [to know] its wickedness and righteousness, . Indeed, he who purifies his soul will attain success, . and he who corrupts it will be doomed."
379,لماذا يتوضأ المسلمون؟,Why do Muslims perform wudu?,5:6-6,1,5,6,6,يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين وإن كنتم جنبا فاطهروا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم لعلكم تشكرون.,"O you who believe, when you rise up for prayer, wash your faces, and your hands up to the elbows; wipe over your heads; and wash your feet up to the ankles. If you are in a state of major impurity, cleanse yourselves [by taking a bath]. But if you are ill, on a journey, or have relieved yourselves, or had sexual contact[11] with women and find no water, then purify yourselves with clean earth[12], and wipe your faces and hands therewith. Allah does not want to impose hardship on you, rather He wants to purify you and complete His favor upon you, so that you may be grateful."
380,ما الغاية من الوضوء قبل الصلاة؟,What is the purpose of ablution before prayer?,5:6-6,1,5,6,6,يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين وإن كنتم جنبا فاطهروا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم لعلكم تشكرون.,"O you who believe, when you rise up for prayer, wash your faces, and your hands up to the elbows; wipe over your heads; and wash your feet up to the ankles. If you are in a state of major impurity, cleanse yourselves [by taking a bath]. But if you are ill, on a journey, or have relieved yourselves, or had sexual contact[11] with women and find no water, then purify yourselves with clean earth[12], and wipe your faces and hands therewith. Allah does not want to impose hardship on you, rather He wants to purify you and complete His favor upon you, so that you may be grateful."
381,مقاتلو داعش مثلا ... يتوضؤون أيضا، فهل هذا يجعلهم أطهارا؟,Do acts of ablution make even terrorists like ISIS fighters spiritually pure?,-1,1,-1,,,,
382,لو كان الوضوء للنظافة، لماذا علينا إعادته بعد خروج الريح؟,"If ablution were only for cleanliness, why repeat it after passing wind?",-1,1,-1,,,,
385,لماذا نهى الله المؤمنين عن طرح الأسئلة ...؟,Why did God forbid believers from asking many questions (Q 5:101)?,5:101-102,1,5,101,102,يا أيها الذين آمنوا لا تسألوا عن أشياء إن تبد لكم تسؤكم وإن تسألوا عنها حين ينزل القرآن تبد لكم عفا الله عنها والله غفور حليم. قد سألها قوم من قبلكم ثم أصبحوا بها كافرين.,"O you who believe, do not ask about things which, if they are made known to you, would only cause you hardship[67]. If you inquire about them while the Qur’an is being revealed, they will be made known to you. Allah has pardoned you for it. Allah is All-Forgiving, Most Forbearing. . Some people before you asked such questions, then became disbelievers as a result of that[68]."
387,ألا يعد تكليف المؤمن بالثبات أمام عشرة (الأنفال:65) تكليفا بما لا يطاق؟,Is the command for a believer to stand firm against ten enemies (Q 8:65) an unbearable obligation?,-1,1,-1,,,,
388,"هل تعني آية ""الآن خفف الله عنكم ..."" أن الله لم يكن يعلم؟",Does Q 8:66 imply God was previously unaware of believers’ weakness?,-1,1,-1,,,,
389,ما الدليل على أن القرآن صالح لكل مكان وزمان؟,What proof shows the Qur’an suits all times and places?,16:84-89,1,16,84,89,ويوم نبعث من كل أمة شهيدا ثم لا يؤذن للذين كفروا ولا هم يستعتبون. وإذا رأى الذين ظلموا العذاب فلا يخفف عنهم ولا هم ينظرون. وإذا رأى الذين أشركوا شركاءهم قالوا ربنا هؤلاء شركاؤنا الذين كنا ندعو من دونك فألقوا إليهم القول إنكم لكاذبون. وألقوا إلى الله يومئذ السلم وضل عنهم ما كانوا يفترون. الذين كفروا وصدوا عن سبيل الله زدناهم عذابا فوق العذاب بما كانوا يفسدون. ويوم نبعث في كل أمة شهيدا عليهم من أنفسهم وجئنا بك شهيدا على هؤلاء ونزلنا عليك الكتاب تبيانا لكل شيء وهدى ورحمة وبشرى للمسلمين.,"On the Day when We raise up a witness[54] from every community, no excuse will be accepted from the disbelievers, nor will they be allowed to make amends. . When the wrongdoers face the punishment, it will not be lightened for them, nor will they be given any respite. . When those who associated partners with Allah see their [so-called] partners, they will say, “Our Lord, these are our partners whom we used to worship besides You.” But they will counter them with the statement, “You are indeed liars.” . On that Day they will offer submission to Allah[55], and all what they used to fabricate will vanish from them. . Those who disbelieve and prevent others from the way of Allah, We will add punishment to their punishment for the corruption they used to spread. . On the Day when We raise up against every community a witness from among themselves, We will bring you [O Prophet] as a witness against these [people]. We have sent down to you the Book as an explanation of everything, and as a guidance, mercy, and glad tidings for the Muslims."
389,ما الدليل على أن القرآن صالح لكل مكان وزمان؟,What proof shows the Qur’an suits all times and places?,17:88-89,1,17,88,89,قل لئن اجتمعت الإنس والجن على أن يأتوا بمثل هذا القرآن لا يأتون بمثله ولو كان بعضهم لبعض ظهيرا. ولقد صرفنا للناس في هذا القرآن من كل مثل فأبى أكثر الناس إلا كفورا.,"Say, “If all humans and jinn were to come together to produce something similar to this Qur’an, they would not be able to produce the like of it, even if they collaborated with one another[78].” . We have explained every kind of example[79] for mankind in this Qur’an, yet most people persist in disbelief."
389,ما الدليل على أن القرآن صالح لكل مكان وزمان؟,What proof shows the Qur’an suits all times and places?,18:54-56,1,18,54,56,ولقد صرفنا في هذا القرآن للناس من كل مثل وكان الإنسان أكثر شيء جدلا. وما منع الناس أن يؤمنوا إذ جاءهم الهدى ويستغفروا ربهم إلا أن تأتيهم سنة الأولين أو يأتيهم العذاب قبلا. وما نرسل المرسلين إلا مبشرين ومنذرين ويجادل الذين كفروا بالباطل ليدحضوا به الحق واتخذوا آياتي وما أنذروا هزوا.,"We have surely diversified in this Qur’an every kind of example for people[32], but man is the most quarrelsome of all beings[33]. . Nothing prevents people from believing when guidance comes to them and from seeking forgiveness from their Lord except that the fate of the earlier nations should come to them, or that the punishment should come before their eyes. . We do not send the messengers except as bearers of glad tidings and warners. But those who disbelieve seek to undermine the truth with false arguments, and they take My verses and warnings in ridicule."
389,ما الدليل على أن القرآن صالح لكل مكان وزمان؟,What proof shows the Qur’an suits all times and places?,30:55-60,1,30,55,60,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة كذلك كانوا يؤفكون. وقال الذين أوتوا العلم والإيمان لقد لبثتم في كتاب الله إلى يوم البعث فهذا يوم البعث ولكنكم كنتم لا تعلمون. فيومئذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون. ولقد ضربنا للناس في هذا القرآن من كل مثل ولئن جئتهم بآية ليقولن الذين كفروا إن أنتم إلا مبطلون. كذلك يطبع الله على قلوب الذين لا يعلمون. فاصبر إن وعد الله حق ولا يستخفنك الذين لا يوقنون.,"On the Day when the Hour begins, the wicked will swear that they had not stayed [in this world] more than an hour. This is how they were deluded [from the truth][22]. . As for those who were given knowledge and faith will say, “You did stay, according to Allah’s decree, until the Day of Resurrection. This is the Day of Resurrection, but you did not know[23].” . On that Day, no excuse will benefit the wrongdoers, nor will they be allowed to make amends. . We have presented in this Qur’an every kind of example for mankind. But no matter what sign you bring them, the disbelievers will surely say, “You follow nothing but falsehood.” . This is how Allah seals the hearts of those who have no knowledge[24]. . So be patient, for Allah’s promise is true, and do not let those who have no faith discourage you."
389,ما الدليل على أن القرآن صالح لكل مكان وزمان؟,What proof shows the Qur’an suits all times and places?,39:27-31,1,39,27,31,ولقد ضربنا للناس في هذا القرآن من كل مثل لعلهم يتذكرون. قرآنا عربيا غير ذي عوج لعلهم يتقون. ضرب الله مثلا رجلا فيه شركاء متشاكسون ورجلا سلما لرجل هل يستويان مثلا الحمد لله بل أكثرهم لا يعلمون. إنك ميت وإنهم ميتون. ثم إنكم يوم القيامة عند ربكم تختصمون.,"Indeed, We have presented for mankind all kinds of examples in this Qur’an, so that they may take heed – . an Arabic Qur’an, free of flaws and contradictions, so that they may be conscious of Allah. . Allah makes a comparison of a slave owned by several quarrelsome masters, and a slave owned by only one master. Are they equal in comparison? All praise be to Allah. But most of them do not know. . You [O Prophet] will surely die, and they too will die; . then on the Day of Resurrection, you will dispute with one another before your Lord."
391,كيف نرد على أباحة سبي النساء؟,How to answer the claim that the Qur’an permits enslaving women?,-1,1,-1,,,,
392,كيف نرد على أباحة ضرب النساء؟,How to answer the claim that the Qur’an permits beating women?,-1,1,-1,,,,
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,2:256-256,1,2,256,256,لا إكراه في الدين قد تبين الرشد من الغي فمن يكفر بالطاغوت ويؤمن بالله فقد استمسك بالعروة الوثقى لا انفصام لها والله سميع عليم.,"There is no compulsion in religion[151]; the truth has been made distinct from falsehood. Whoever rejects Tāghoot [152][i.e., false gods] and believes in Allah, has indeed grasped the strong handhold that never breaks[153]. And Allah is All-Hearing, All-Knowing."
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,18:29-31,1,18,29,31,وقل الحق من ربكم فمن شاء فليؤمن ومن شاء فليكفر إنا أعتدنا للظالمين نارا أحاط بهم سرادقها وإن يستغيثوا يغاثوا بماء كالمهل يشوي الوجوه بئس الشراب وساءت مرتفقا. إن الذين آمنوا وعملوا الصالحات إنا لا نضيع أجر من أحسن عملا. أولئك لهم جنات عدن تجري من تحتهم الأنهار يحلون فيها من أساور من ذهب ويلبسون ثيابا خضرا من سندس وإستبرق متكئين فيها على الأرائك نعم الثواب وحسنت مرتفقا.,"Say, “The truth is from your Lord. Whoever wills may believe, and whoever wills may disbelieve.” We have prepared for the wrongdoers a Fire which will encompass them like the walls. If they cry for relief, they will be relieved with water like boiling oil that will scald the faces. What a terrible drink, and what a terrible resting place! . Those who believe and do righteous deeds, We will not let the reward of those who do good deeds to go to waste. . It is they who will have Gardens of Eternity, under which rivers flow. They will be adorned therein with golden bracelets and will wear green garments of fine silk and brocade, reclining on adorned couches. What an excellent reward, and what a pleasant resting place!"
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,27:89-93,1,27,89,93,من جاء بالحسنة فله خير منها وهم من فزع يومئذ آمنون. ومن جاء بالسيئة فكبت وجوههم في النار هل تجزون إلا ما كنتم تعملون. إنما أمرت أن أعبد رب هذه البلدة الذي حرمها وله كل شيء وأمرت أن أكون من المسلمين. وأن أتلو القرآن فمن اهتدى فإنما يهتدي لنفسه ومن ضل فقل إنما أنا من المنذرين. وقل الحمد لله سيريكم آياته فتعرفونها وما ربك بغافل عما تعملون.,"Whoever comes with a good deed will be rewarded with better than it, and they will be safe from the horror of that Day. . But whoever comes with an evil deed[30] will be thrown on their faces in the Fire. Are you recompensed except for what you used to do? . Say, “I have been commanded only to worship the Lord of this city [of Makkah] Who made it sacred and to Whom belongs all things. And I am commanded to be one of those who submit to Allah [in Islam], . and to recite the Qur’an.” Then whoever chooses guidance, it is only for his own good; but whoever chooses to go astray, say [O Prophet], “I am only one of the warners.” . And say, “All praise is for Allah. He will show you His signs, then you will acknowledge them. Your Lord is not unaware of what you do.”"
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,39:41-41,1,39,41,41,إنا أنزلنا عليك الكتاب للناس بالحق فمن اهتدى فلنفسه ومن ضل فإنما يضل عليها وما أنت عليهم بوكيل.,"We have sent down to you the Book with the truth for all mankind. Whoever follows the guidance, it is to his own benefit, and whoever goes astray, it is only to his own loss. You are not a keeper over them."
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,74:49-56,1,74,49,56,فما لهم عن التذكرة معرضين. كأنهم حمر مستنفرة. فرت من قسورة. بل يريد كل امرئ منهم أن يؤتى صحفا منشرة. كلا بل لا يخافون الآخرة. كلا إنه تذكرة. فمن شاء ذكره. وما يذكرون إلا أن يشاء الله هو أهل التقوى وأهل المغفرة.,"Then what is the matter with them that they turn away from the Reminder, . as if they were terrified wild asses, . fleeing from a lion? . In fact, each one of them desires that open [divine] letters be sent to each of them[11]. . By no means! They rather do not fear the Hereafter. . No indeed! This [Qur’an] is a reminder. . So whoever wills may take heed. . But they will not take heed unless Allah so wills. He is most worthy to be feared and most worthy to forgive."
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,76:29-31,1,76,29,31,إن هذه تذكرة فمن شاء اتخذ إلى ربه سبيلا. وما تشاءون إلا أن يشاء الله إن الله كان عليما حكيما. يدخل من يشاء في رحمته والظالمين أعد لهم عذابا أليما.,"Indeed, this is a reminder; so let anyone who wills may take a way to his Lord. . But you cannot will unless Allah wills. Indeed, Allah is All-Knowing, All-Wise. . He admits whom He wills into His mercy, but for the wrongdoers He has prepared a painful punishment."
393,كيف نرد على تكفير وقتال الكفار حتى يسلموا؟,How to answer the charge that the Qur’an mandates fighting disbelievers until they convert?,78:38-40,1,78,38,40,يوم يقوم الروح والملائكة صفا لا يتكلمون إلا من أذن له الرحمن وقال صوابا. ذلك اليوم الحق فمن شاء اتخذ إلى ربه مآبا. إنا أنذرناكم عذابا قريبا يوم ينظر المرء ما قدمت يداه ويقول الكافر يا ليتني كنت ترابا.,"On the Day when the Spirit and the angels will stand in rows; none will dare to speak, except those to whom the Most Compassionate granted permission, and they will only speak the truth. . That Day is sure to come. So whoever wills may seek a path leading to his Lord[12]. . Indeed, We have warned you of an imminent punishment on the Day when everyone will see what his hands have sent forth[13], and the disbeliever will say, “Oh, I wish that I were dust!”"
